"id","batch_label","batch_quantity_mts","batch_crop","batch_product","product_origin","year","test_type","storage_type","moisture_maize_grain","Immaturegrains","Discolored_grains","Liveinfestation","total_aflatoxins_ug_kg_maize_grain","abnormal_odours_maize_grain","final_grade","test_date","organisation_id","nvcondition","season","tester","description","Other_colors","broken_kernels_percent_maize_grain","foreign_matter_percent_maize_grain","pest_damaged","rotten","condsample","sampledby","bags_sampled","districts","price","moisturechanges","romerid","totaldefective","url","theurl","expiration","production","batchnumber","batchnumberflour","linkedclient","linkedtones","labtested","sampleowne"
"303","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13","1.5","0","Absent","5.2","Absent","4","2021-09-11","27",NULL,NULL,NULL,NULL,"0","0.2","1.6","0.5","0.8",NULL,NULL,"68",NULL,"0",NULL,"21110900252","2.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"304","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"13.3","2.1","0","Absent","5","Absent","3","2021-09-11","80",NULL,NULL,NULL,NULL,"0","0.6","0.9","0.2","1.4",NULL,NULL,"64",NULL,"0",NULL,"21110900256","3.01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"305","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"12.1","2","0","Absent","4.7","Absent","2","2021-11-11","159",NULL,NULL,NULL,NULL,"0","0.4","0.6","0","0.3",NULL,NULL,"66",NULL,"0",NULL,"21111100266","1.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"306","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"12.1","0.5","0","Absent","3.4","Absent","2","2021-11-11","159",NULL,NULL,NULL,NULL,"0","0.7","0.3","0.7","1.1",NULL,NULL,"67",NULL,"0",NULL,"21111100267","2.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"307","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13.3","2.3","0","Absent","57.2","Absent","3","2021-11-11","159",NULL,NULL,NULL,NULL,"0","0.1","0.8","0.6","1.5",NULL,NULL,"67",NULL,"0",NULL,"21111100264","3.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"308","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13.1","1.1","0","Absent","14.7","Absent","3","2021-11-11","159",NULL,NULL,NULL,NULL,"0","0.3","1.2","0","0.7",NULL,NULL,"64",NULL,"0",NULL,"21111100265","1.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"309","label","14","Maize","Grain","Rwanda","2021","First Test",NULL,"13.8","11.6","0","Present","43.8","Present","4","2021-11-13","153",NULL,"B",NULL,NULL,"0","0.8","0.5","2.5","3.6",NULL,NULL,"32","Nyagatare","0",NULL,"211111300274","12.95",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"310","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"11.5","10.5","0","Absent","46.9","Present","4","2021-11-13","153",NULL,NULL,NULL,NULL,"0","0.5","0.5","3","2.5",NULL,NULL,"71",NULL,"0",NULL,"211111300273","11.55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"311","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"13.6","2.5","0","Present","100","Absent","4","2021-11-13","87",NULL,"B",NULL,NULL,"0","0.1","0.5","1.5","2.1",NULL,NULL,"36","Nyagatare","0",NULL,"211111300272","4.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"312","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"13.9","9","0","Present","55.9","Present","4","2021-11-13","91",NULL,"B",NULL,NULL,"0","0.2","0.3","4.5","5.5",NULL,NULL,"24","Nyagatare","0",NULL,"211111300271","13.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"313","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"11.8","0.5","0","Present","3.9","Absent","4","2021-11-13","173",NULL,NULL,NULL,NULL,"0","0.5","0.5","0.5","0.5",NULL,NULL,"62",NULL,"0",NULL,"21111300268","1.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"314","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"11.8","0.9","0","Present","4","Absent","4","2021-11-13","173",NULL,NULL,NULL,NULL,"0","0.3","0.5","0.8","0.7",NULL,NULL,"51",NULL,"0",NULL,"21111300269","1.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"315","label","18","Maize","Grain","Tanzania","2021","First Test",NULL,"12.9","1.5","0","Present","8.1","Absent","4","2021-11-13","83",NULL,NULL,NULL,NULL,"0","1","0","0.5","0.5",NULL,NULL,"42",NULL,"0",NULL,"21111300270","2.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"316","label","30","Maize","Grain","Zambia","2021","First Test",NULL,"13.4","1.5","0","Present","4","Absent","4","2021-11-13","128",NULL,NULL,NULL,NULL,"0","1","0.5","1.5","2.5",NULL,NULL,"70",NULL,"0",NULL,"211111300270","4.55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"317","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"11.8","0.8","0","Present","5.6","Absent","4","2021-11-16","173",NULL,NULL,NULL,NULL,"0","0.5","0.5","0","1.5",NULL,NULL,"56",NULL,"0",NULL,"211111600275","1.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"318","label","8","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","1.9","0.5","Present","5.7","Absent","4","2021-11-17","88",NULL,NULL,NULL,NULL,NULL,"3","1.5","2.4","1.5",NULL,NULL,"20",NULL,"0",NULL,"211111700278","6.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"319","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14.8","1.5","0.5","Present","29.5","Absent","4","2021-11-17","176",NULL,"B",NULL,NULL,"0","1.8","0","0","2.5",NULL,NULL,"29","Nyagatare","0",NULL,"211111700277","4.41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"320","label","20","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","2.1","0","Present","4.1","Absent","4","2021-11-17","57",NULL,NULL,NULL,NULL,"0","0","2","3.5","1.8",NULL,NULL,"49",NULL,"0",NULL,"211111700276","5.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"321","label","100","Maize","Grain","Rwanda","2021","First Test",NULL,"14.1",NULL,NULL,"Present","5","Absent","4","2021-11-22","136",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"83",NULL,"0",NULL,"211111700279","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"322","label","150","Maize","Grain","Rwanda","2021","First Test",NULL,"13.8","0","3","Absent","4.1","Absent","4","2021-11-22","136",NULL,NULL,NULL,NULL,"0","0","0","1.5","0",NULL,NULL,"80",NULL,"0",NULL,"211111700280","3.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"323","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"14.7","0","0","Absent","5.7","Absent","4","2021-11-29","176",NULL,NULL,NULL,NULL,"0","0.3","0.1","0","0",NULL,NULL,"71",NULL,"0",NULL,"211112900281","0.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"324","label","300","Maize","Grain","Tanzania","2021","First Test",NULL,"12.9","2.5","0","Absent","12.8","Absent","3","2021-12-16","159",NULL,NULL,NULL,NULL,"0","0","0","2","0",NULL,NULL,"64",NULL,"0",NULL,"211216000283","3.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"325","label","300","Maize","Grain","Tanzania","2021","First Test",NULL,"13.8","2.5","0","Present","5.9","Present","4","2021-12-16","159",NULL,NULL,NULL,NULL,"0","0","5","3","0",NULL,NULL,"68",NULL,"0",NULL,"211216000284","3.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"326","label","300","Maize","Grain","Tanzania","2021","First Test",NULL,"13.4","1.5","0","Present","3.2","Absent","4","2021-12-16","159",NULL,NULL,NULL,NULL,"0","0","3","2","0",NULL,NULL,"65",NULL,"0",NULL,"211216000285","2.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"327","label","300","Maize","Grain","Tanzania","2021","First Test",NULL,"13.8","0","1.5","Absent","5.9","Absent","4","2021-12-16","159",NULL,NULL,NULL,NULL,"0","0","0","2.5","0",NULL,NULL,"65",NULL,"0",NULL,"211216000286","2.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"328","label","300","Maize","Grain","Tanzania","2021","First Test",NULL,"13.4","1.5","0","Absent","4","Absent","3","2021-12-16","159",NULL,NULL,NULL,NULL,"0","0","1.5","2.5","0",NULL,NULL,"64",NULL,"0",NULL,"211216000287","2.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"329","label","9","Maize","Grain","Rwanda","2022","First Test",NULL,"20.9","5.6","0","Absent","5.4","Absent","4","2022-01-31","66",NULL,"A",NULL,NULL,"0","2.3","0","0","0",NULL,NULL,"100","Nyagatare","0",NULL,"220131000288","5.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"330","label","15","Maize","Grain","Rwanda","2022","First Test",NULL,"20.4","1.3","0.2","Absent","5.8","Absent","4","2022-10-02","124",NULL,"A",NULL,NULL,"0","0","0.3","0.2","0",NULL,NULL,"21","Nyagatare","0",NULL,"220210000304","1.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"331","label","29","Maize","Grain","Rwanda","2022","First Test",NULL,"21.4","0.6","0.2","Absent","8","Absent","4","2022-10-02","124",NULL,"A",NULL,NULL,"0","0.1","0.2","0","0",NULL,NULL,"52","Nyagatare","0",NULL,"220210000299","0.63",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"332","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"19.5","1.5","0.3","Present","10.7","Present","4","2022-10-02","147",NULL,"A",NULL,NULL,"0","0.1","0","0.6","0.1",NULL,NULL,"15","Nyagatare","0",NULL,"220210000303","1.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"333","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"20.4","1","0.8","Present","18","Present","4","2022-10-02","147",NULL,"A",NULL,NULL,"0","0","0.9","0.5","2.3",NULL,NULL,"13","Nyagatare","0",NULL,"220210000302","3.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"334","label","6","Maize","Grain","Rwanda","2022","First Test",NULL,"34.3","0.3","0.5","Absent","4.4","Absent","4","2022-10-02","169",NULL,"A",NULL,NULL,"0","0","0.2","0","0",NULL,NULL,"17","Nyagatare","0",NULL,"220210000295","0.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"335","label","5","Maize","Grain","Rwanda","2022","First Test",NULL,"25.5","0.2","0.2","Absent","4.7","Absent","4","2022-10-02","169",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"10","Nyagatare","0",NULL,"220210000301","0.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"336","label","18","Maize","Grain","Rwanda","2022","First Test",NULL,"18.6","0.1","0","Absent","6","Absent","4","2022-10-02","145",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"27","Nyagatare","0",NULL,"220210000294","0.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"337","label","4","Maize","Grain","Rwanda","2022","First Test",NULL,"19.5","0.4","0.1","Absent","6.5","Absent","4","2022-10-02","105",NULL,"A",NULL,NULL,"0","0","0.1","0","0",NULL,NULL,"12","Nyagatare","0",NULL,"220210000298","0.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"338","label","25","Maize","Grain","Rwanda","2022","First Test",NULL,"23.5","0","0.4","Absent","6.3","Absent","4","2022-10-02","44",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"42","Nyagatare","0",NULL,"220210000300","0.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"339","label","15","Maize","Grain","Rwanda","2022","First Test",NULL,"23.5","1.6","2.1","Absent","6.7","Absent","4","2022-10-02","81",NULL,"A",NULL,NULL,"0.5","0.7","0","0","2.7",NULL,NULL,"24","Nyagatare","0",NULL,"220210000305","4.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"340","label","20","Maize","Grain","Rwanda","2022","First Test",NULL,"24.5","1.2","0.4","Absent","5.4","Absent","4","2022-10-02","81",NULL,"A",NULL,NULL,"0","0","0","0.1","0.7",NULL,NULL,"42","Nyagatare","0",NULL,"220210000306","1.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"341","label","20","Maize","Grain","Rwanda","2022","First Test",NULL,"29.4","0.1","0.3","Absent","4.7","Absent","4","2022-10-02","114",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"32","Nyagatare","0",NULL,"220210000297","0.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"342","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"21.8","0.4","0.1","Absent","6.3","Absent","4","2022-10-02","113",NULL,"A",NULL,NULL,"0","0","0","0","0.3",NULL,NULL,"19","Nyagatare","0",NULL,"220210000293","0.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"343","label","4","Maize","Grain","Rwanda","2022","First Test",NULL,"17","0.3","1","Present","11.7","Present","4","2022-12-02","65",NULL,"A",NULL,NULL,"0.2","0","0.1","0","0.4",NULL,NULL,"13","Nyagatare","0",NULL,"220210000290","1.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"344","label","4","Maize","Grain","Rwanda","2022","First Test",NULL,"17","0.1","0","Absent","15.2","Present","4","2022-12-02","65",NULL,"A",NULL,NULL,"0.3","0","0.4","0","0.1",NULL,NULL,"15","Nyagatare","0",NULL,"220210000289","0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"345","label","18","Maize","Grain","Rwanda","2022","First Test",NULL,"23","0.1","2.4","Present","16.1","Present","4","2022-12-02","122",NULL,"A",NULL,NULL,"0.4","0","0.7","0","0.4",NULL,NULL,"30","Nyagatare","0",NULL,"220210000291","2.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"346","label","20","Maize","Grain","Rwanda","2022","First Test",NULL,"23","2.1","1.4","Present","16.9","Present","4","2022-12-02","122",NULL,"A",NULL,NULL,"0","0","0.9","0","0.2",NULL,NULL,"29","Nyagatare","0",NULL,"220210000292","2.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"347","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18","1.6","0.1","Absent","6.5","Absent","4","2022-02-17","82",NULL,"A",NULL,NULL,"0","0","0","0.4","0.1",NULL,NULL,"36","Nyagatare","0",NULL,"220210000314","1.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"348","label","12","Maize","Grain","Rwanda","2022","First Test",NULL,"18.5","1","0.1","Absent","40.3","Absent","4","2022-02-17","82",NULL,"A",NULL,NULL,"0.1","0.8","0","1.5","0.8",NULL,NULL,"35","Nyagatare","0",NULL,"220210000312","2.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"349","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"19.1","0.4","0.5","Absent","5.5","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0","0.1","0.7","0.2","0.1",NULL,NULL,"37","Nyagatare","0",NULL,"220210000307","0.91",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"350","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.7","0.4","0.1","Absent","4.8","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0","0.1","0.4","0.1","0.2",NULL,NULL,"35","Nyagatare","0",NULL,"220210000309","0.63",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"351","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"19","1.2","0.3","Absent","3.8","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0.1","0.1","0.3","0","0.4",NULL,NULL,"35","Nyagatare","0",NULL,"220210000311","1.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"352","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.2","1.3","0.1","Absent","7.9","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0","0.2","0","0","0.5",NULL,NULL,"30","Nyagatare","0",NULL,"220210000313","1.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"353","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.9","1.9","0","Absent","7","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0","0","0","0","0.6",NULL,NULL,"32","Nyagatare","0",NULL,"220210000315","1.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"354","label","12","Maize","Grain","Rwanda","2022","First Test",NULL,"18.3","1.5","0.4","Absent","7.7","Absent","4","2022-02-17","182",NULL,"A",NULL,NULL,"0","0.5","0.1","0.1","0.3",NULL,NULL,"40","Nyagatare","0",NULL,"220210000308","1.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"355","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.9","1.2","0","Absent","6.7","Absent","4","2022-02-17","60",NULL,"A",NULL,NULL,"0","0","0.1","0","0.2",NULL,NULL,"36","Nyagatare","0",NULL,"220210000316","0.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"356","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"17.8","0.6","0.1","Absent","4.4","Absent","4","2022-02-17","74",NULL,"A",NULL,NULL,"0","0.2","0.1","0.1","0.5",NULL,NULL,"37","Nyagatare","0",NULL,"220210000310","1.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"357","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"17.4","1","0.1","Absent","6.5","Absent","4","2022-02-19","82",NULL,"A",NULL,NULL,"0","0.2","0.2","0","0.3",NULL,NULL,"26","Nyagatare","0",NULL,"2202190000318","1.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"358","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"19.2","1.9","0.2","Absent","7.9","Absent","4","2022-02-19","82",NULL,"A",NULL,NULL,"0","0","0","0","0.1",NULL,NULL,"38","Nyagatare","0",NULL,"2202190000319","1.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"359","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.1","0.9","0","Absent","7","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0.7","0.2","0.1",NULL,NULL,"36","Nyagatare","0",NULL,"2202190000317","0.84",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"360","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.7","1.5","0","Absent","40.3","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0.6","0.1","0.3",NULL,NULL,"37","Nyagatare","0",NULL,"2202190000320","1.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"361","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"17.5","0.3","0","Absent","3.8","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0","0","0.1",NULL,NULL,"32","Nyagatare","0",NULL,"2202190000321","0.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"362","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.8","0.3","0","Absent","4.4","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0.2","0","0.2",NULL,NULL,"39","Nyagatare","0",NULL,"2202190000323","0.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"363","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.6","1.2","0","Absent","7.7","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0","0","0.1",NULL,NULL,"34","Nyagatare","0",NULL,"2202190000324","0.91",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"364","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.4","0.6","0","Absent","5.5","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0","0.1","0",NULL,NULL,"36","Nyagatare","0",NULL,"2202190000325","0.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"365","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"18.3","1.2","0","Absent",NULL,"Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0","0.1","0",NULL,NULL,"37","Nyagatare","0",NULL,"2202190000327","0.91",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"366","label","12","Maize","Grain","Rwanda","2022","First Test",NULL,"18","0.8","0","Absent","4.8","Absent","4","2022-02-19","182",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"37","Nyagatare","0",NULL,"2202190000322","0.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"367","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"19.5","0.2","0","Absent","4.2","Absent","4","2022-02-22","152",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"26","Kayonza","0",NULL,"2202220000341","0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"368","label","12","Maize","Grain","Rwanda","2022","First Test",NULL,"20","0.6","0","Absent","6.1","Absent","4","2022-02-22","152",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"41","Kayonza","0",NULL,"2202220000328","0.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"369","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"21.5","0.5","0","Present","5.6","Absent","4","2022-02-22","141",NULL,"A",NULL,NULL,"0","0","0","0.1","0",NULL,NULL,"38","Kayonza","0",NULL,"2202200000329","0.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"370","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"19","2.1","0","Present","5.7","Absent","4","2022-02-22","141",NULL,"A",NULL,NULL,"0","0.3","0","0.4","0.2",NULL,NULL,"27","Kayonza","0",NULL,"2202220000340","2.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"371","label","12","Maize","Grain","Rwanda","2022","First Test",NULL,"24","0.6","0.4","Absent","4.4","Absent","4","2022-02-22","141",NULL,"A",NULL,NULL,"0","0","0","0","0.1",NULL,NULL,"28","Kayonza","0",NULL,"2202220000345","0.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"372","label","20","Maize","Grain","Rwanda","2022","First Test",NULL,"25.1","0.6","0","Absent","4.7","Absent","4","2022-02-22","141",NULL,"A",NULL,NULL,"0","0","0.1","0","0",NULL,NULL,"61","Kayonza","0",NULL,"2202220000342","0.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"373","label","14","Maize","Grain","Rwanda","2022","First Test",NULL,"20.5","0.4","0.1","Absent","5.3","Absent","4","2022-02-22","48",NULL,"A",NULL,NULL,"0","0","0.1","0","0",NULL,NULL,"38","Kayonza","0",NULL,"2202220000344","0.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"374","label","15","Maize","Grain","Rwanda","2022","First Test",NULL,"23.1","1.2","0.3","Absent","5.3","Absent","4","2022-02-22","48",NULL,"A",NULL,NULL,"0","0","0","0","0",NULL,NULL,"46","Kayonza","0",NULL,"2202220000343","1.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"375","label","7","Maize","Grain","Rwanda","2022","First Test",NULL,"19.6","2.5","1","Present","100","Present","4","2022-02-23","140",NULL,"A",NULL,NULL,"0.1","0.5","1.4","0.9","0.7",NULL,NULL,"28","Ngoma","0",NULL,"2202230000347","3.92",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"376","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"19","0.2","0","Present","7.1","Absent","4","2022-02-23","140",NULL,"A",NULL,NULL,"0.2","0.1","0.6","0.7","0",NULL,NULL,"42","Ngoma","0",NULL,"2202230000348","0.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"377","label","10","Maize","Grain","Rwanda","2022","First Test",NULL,"19.3","1.5","0","Present","67.7","Present","4","2022-02-23","140",NULL,"A",NULL,NULL,"0","0.5","0.6","1.4","0.1",NULL,NULL,"33","Ngoma","0",NULL,"2202230000351","2.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"378","label","8","Maize","Grain","Rwanda","2022","First Test",NULL,"18.5","0.6","0.2","Present","48","Present","4","2022-02-23","140",NULL,"A",NULL,NULL,"0","0.2","0.9","0.4","0.4",NULL,NULL,"25","Ngoma","0",NULL,"2202230000352","1.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"379","label","15","Maize","Grain","Rwanda","2022","First Test",NULL,"25.7","0.3","0.1","Present","16.7","Absent","4","2022-02-23","50",NULL,"A",NULL,NULL,"0","0.4","0.5","0.6","0.1",NULL,NULL,"45","Ngoma","0",NULL,"2202230000349","1.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"380","label","18","Maize","Grain","Rwanda","2022","First Test",NULL,"20.1","1.7","0.4","Present","5.5","Absent","4","2022-02-23","50",NULL,"A",NULL,NULL,"0","0","0.2","0.1","0",NULL,NULL,"46","Ngoma","0",NULL,"2202230000350","1.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
