"id","batch_label","batch_quantity_mts","batch_crop","batch_product","product_origin","year","test_type","storage_type","moisture_maize_grain","Immaturegrains","Discolored_grains","Liveinfestation","total_aflatoxins_ug_kg_maize_grain","abnormal_odours_maize_grain","final_grade","test_date","organisation_id","nvcondition","season","tester","description","Other_colors","broken_kernels_percent_maize_grain","foreign_matter_percent_maize_grain","pest_damaged","rotten","condsample","sampledby","bags_sampled","districts","price","moisturechanges","romerid","totaldefective","url","theurl","expiration","production","batchnumber","batchnumberflour","linkedclient","linkedtones","labtested","sampleowne"
"1","Outside- tarpaulin",NULL,"Maize","Grain","Uganda","2022","First","Store","14.2","1.3",NULL,"Absent","5.3",NULL,"2","2024-03-30","5",NULL,"A","Sarah Igitego","Maize grains",NULL,NULL,NULL,"1.4","1.5","Good","Sarah Igitego","5",NULL,NULL,NULL,"01",NULL,"001","www.aflakiosk.com",NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"2","Inside the Atore (lotA) Left",NULL,"Maize","Grain","Uganda","2022","First","Store","14.8","2",NULL,"Present","5.5",NULL,"2","2024-03-30","5",NULL,"A","Sarah Igitego","Maize grains",NULL,NULL,"0.15","2","5","Good","Sarah Igitego","5",NULL,NULL,NULL,"02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"3","In the middle (inside the store)",NULL,"Maize","Grain","Uganda","2022","First","warehouse","13.3","3",NULL,NULL,"3.3",NULL,"1","2024-03-30","5",NULL,"A","Sarah Igitego","Maize grains",NULL,NULL,NULL,"2.5","5.5","Good","Sarah Igitego","5",NULL,NULL,NULL,"03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"4","Trucks",NULL,"Maize","Grain","Uganda","2022","First","Store","14.5","2",NULL,"Present","2.1","Absent","2","2024-03-30","5",NULL,"A","Sarah Igitego","Maize grains",NULL,NULL,"0.05","2.5","4","Good","Sarah Igitego","5",NULL,NULL,NULL,"04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"14","Visionary- sample 1","32","Maize","Grain","Tanzania","2022","First","WareHouse","12.4","0","0.63","Absent","4.3","Absent","1","2024-04-02","8",NULL,"A","Fiston Charles Nizeyimana","Maize Grain",NULL,"0","0","0.45","0","Good","Organisation staff","25",NULL,"420",NULL,"5166",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"15","Leading Exporters Group 001","0.1","Maize","Grain","Uganda","2022","First","Factory","15.5","0.5","3","Present","0","Absent","4","2024-04-05","9",NULL,"C","Solomon Lukoda","Maize grains from dryer",NULL,"0.5","0.5","3.5","2.5","Good","Organisation staff","5",NULL,"700",NULL,"001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"16","Enock Stores 001","0.2","Maize","Grain","Uganda","2022","First","Store","15.4","0.5","2","Absent","0","Absent","4","2024-04-08","10",NULL,"C","Solomon Lukoda","Maize grains in store",NULL,"0.03","0.5","1.5","1.5","Good","Sarah Igitego","1",NULL,"700",NULL,"002",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"17","S. David 001","12","Maize","Grain","Uganda","2022","First","Store","15.6","1.25","2","Absent","0","Absent","4","2024-04-08","13",NULL,"C","Solomon Lukoda","Maize grains for transport",NULL,"0.1","0.5","2","2","Good","Organisation staff","15",NULL,"700",NULL,"003",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"18","Kigomba Store 001","0.8","Maize","Grain","Uganda","2022","First","Store","14.9","0.4","1.5","Absent","5","Absent","4","2024-04-08","12",NULL,"C","Solomon Lukoda","Maize grains",NULL,"0.75","0.15","0.5","1","Good","Benjamin Byinshi","5",NULL,"700",NULL,"004",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"19","Kyaligonza Stores 001","20","Maize","Grain","Uganda","2022","First","Store","14.9","0.35","1.4","Absent","2","Absent","4","2024-04-08","11",NULL,"C","Solomon Lukoda","Maize grains in store",NULL,"1","0.5","0.5","1","Good","Organisation staff","10",NULL,"700",NULL,"005",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mubende Laboratory",
"21","Ordinaire","2","Maize","Flour","Rwanda","2022","First","Factory","10.9",NULL,NULL,NULL,"1.9",NULL,"1","2024-04-10","14",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","12","Bugesera","40000",NULL,"1804",NULL,NULL,"www.aflakiosk.com","2025-04-16","2024-04-10",NULL,NULL,NULL,NULL,"Kigali Laboratory",
"25","TAMU TAMU","3","Maize","Flour","Rwanda","2022","First","Factory","12.9",NULL,NULL,NULL,"3.2",NULL,"1","2024-04-11","15",NULL,"A","Fiston Charles Nizeyimana","Maize flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","5","Nyarugenge","40000",NULL,"1807",NULL,NULL,"https://drive.google.com/file/d/13hY1KJxxEBZ2HlDnVhfY0f_AieW0eglM/view?usp=sharing","2024-04-01","2025-04-01",NULL,NULL,NULL,NULL,"Kigali Laboratory",
"26","MUSHE Maize flour","30","Maize","Flour","Rwanda","2022","First","Factory","12.6",NULL,NULL,NULL,"8.1",NULL,"1","2024-04-11","16",NULL,"A","Fiston Charles Nizeyimana","Maize flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","30","Nyarugenge","40000",NULL,"1808",NULL,NULL,"https://drive.google.com/file/d/18XS_gvK_iAtgHVwSyZ3DuObNQVzq3mCD/view?usp=sharing","2025-04-01","2024-04-01",NULL,NULL,NULL,NULL,"Kigali Laboratory",
"27","IREBE Maize flour","9","Maize","Flour","Rwanda","2022","First","Factory","12.8",NULL,NULL,NULL,"5.5",NULL,"1","2024-04-11","17",NULL,"A","Fiston Charles Nizeyimana","Maize flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","9","Kicukiro","40000",NULL,"1809",NULL,NULL,"https://drive.google.com/file/d/1twHIDD5XwZTptxlTk2HWvC0f4XDywvyz/view?usp=sharing","2025-04-01","2024-04-01",NULL,NULL,NULL,NULL,"Kigali Laboratory",
"29","PENUEL Maize Flour","5","Maize","Flour","Rwanda","2022","First","Factory","11",NULL,NULL,NULL,"4.8",NULL,"1","2024-04-16","333",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","12","Kicukiro","40000",NULL,"1815",NULL,NULL,"https://drive.google.com/file/d/1DToGCRDev3qC5F_FP96YZR9DxCttVNif/view?usp=sharing","2025-04-01","2024-04-01","1",NULL,NULL,NULL,"Kigali Laboratory",
"30","Farine Ordinaire","3","Maize","Flour","Rwanda","2022","First","Factory","13.4",NULL,NULL,NULL,"100",NULL,"1","2024-04-15","334",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","10","Kamonyi","40000",NULL,"1810",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/EUuqzo8d9uRGsV4K3twqr8sB2w1sAXgmycNnFK3TpkYZQw?e=Ag17Pb","2024-08-10","2024-04-10","1",NULL,NULL,NULL,"Kigali Laboratory",
"32","label","6","Maize","Grain","Rwanda","2021","First Test",NULL,"13.6","0","0.6","Absent","6.9","Absent","4","2021-07-22","100",NULL,"B","Aline Umwari",NULL,"0.1","1","0","0","0",NULL,"Benjamin Byinshi","6","Ngoma","0",NULL,"21072200001","1.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"33","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"13.9","0","1","Absent","21.9","Absent","4","2021-07-28","52",NULL,"A","Benjamin Byinshi",NULL,"0.1","1.4","0","0","0",NULL,"Benjamin Byinshi","15","Bugesera","0",NULL,"21072800002","1.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"34","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"13.7","0.2","0","Absent","20.7","Absent","4","2021-07-28","52",NULL,"B","Aline Umwari",NULL,"0.3","1.2","0","1.3","0",NULL,"Aline Umwari","15","Nyagatare","0",NULL,"21072800003","1.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"35","label","0.7","Maize","Grain","Rwanda","2021","First Test",NULL,"14","0","0.3","Absent","9.7","Absent","4","2021-07-29","128",NULL,"B","Aline Umwari",NULL,"0.2","1.1","0","0","0.2",NULL,"Aline Umwari","7","Ngoma","0",NULL,"21072900004","1.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"36","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14","0","0.7","Absent","9.2","Absent","4","2021-07-29","154",NULL,"B","Aline Umwari",NULL,"0.3","1","0","0","0",NULL,"Aline Umwari","15","Nyagatare","0",NULL,"21072900005","1.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"37","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","0","0.8","Absent","9.8","Absent","4","2021-03-08","29",NULL,"B","Aline Umwari",NULL,"0.1","1","0","0","0",NULL,"Aline Umwari","15","Ngoma","0",NULL,"21080300006","1.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"38","label","35","Maize","Grain","Tanzania",NULL,"First Test",NULL,"12.5","0","0.4","Absent","21.3","Absent","1","2021-04-08","182",NULL,NULL,"Aline Umwari",NULL,"0.1","1.5","0","0","0",NULL,"Aline Umwari","80",NULL,"0",NULL,"21080400007","1.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"39","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"12.5","0","0.9","Absent","25.2","Absent","1","2021-04-08","20",NULL,"B","Aline Umwari",NULL,"0.1","1","0","0","0",NULL,"Aline Umwari","23","Ngoma","0",NULL,"21080400008","1.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"40","label","17","Maize","Grain","Rwanda","2021","First Test",NULL,"12.6","1.8","0","Absent","12.1","Absent","2","2021-09-08","27",NULL,"B","Aline Umwari",NULL,"0","0.3","0.8","0.9","1",NULL,"Aline Umwari","20","Kayonza","0",NULL,"21080900010","2.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"41","label","100","Maize","Grain","Rwanda","2021","First Test",NULL,"13","0.18","0.06","Absent","7.7","Absent","1","2021-09-08","27",NULL,"B","Aline Umwari",NULL,"0","0.03","0","0.02","0",NULL,"Aline Umwari","87","kayonza","0",NULL,"21080900009","0.203",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"42","label",NULL,"Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","2.9","0.4","Absent","9.3","Absent","3","2021-09-08","35",NULL,NULL,"Aline Umwari",NULL,"0","0.2","0.5","1.1","1.6",NULL,"Aline Umwari","1",NULL,"0",NULL,"21080900011","4.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"43","label","500","Maize","Grain","Rwanda","2021","First Test",NULL,"15.1","1.6","1.3","Absent","5.7","Absent","4","2021-11-08","98",NULL,"B","Aline Umwari",NULL,"0","1","0","0.6","1",NULL,"Aline Umwari","100","Nyanza","0",NULL,"21081100012","3.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"44","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"18","0.1","0","Absent","4.4","Absent","4","2021-11-08","107",NULL,"B","Aline Umwari",NULL,"0","0.1","0.1","0","1.9",NULL,"Aline Umwari","45","Nyanza","0",NULL,"21081100013","1.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"45","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13.2","3.1","0.2","Present","0.6","Absent","4","2021-11-08","182",NULL,NULL,"Aline Umwari",NULL,"0","1.9","1.6","1.16","0",NULL,"Aline Umwari","50",NULL,"0",NULL,"21081100014","4.452",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"46","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13","1.5","0.6","Absent","4","Absent","3","2021-11-08","182",NULL,NULL,"Aline Umwari",NULL,"0","5.5","0","4.5","0",NULL,"Aline Umwari","62",NULL,"0",NULL,"21081100015","8.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"47","label","6","Maize","Grain","Rwanda","2021","First Test",NULL,"14","2.1","0.6","Present","1.3","Absent","4","2021-12-08","182",NULL,"B","Aline Umwari",NULL,"0","0.4","0.4","1.5","1.1",NULL,"Aline Umwari","10","Ngoma","0",NULL,"21081200017","3.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"48","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","1.4","0.1","Present","4.3","Absent","4","2021-12-08","182",NULL,"B","Aline Umwari",NULL,"0","0.5","0.9","3.5","2.4",NULL,"Aline Umwari","25","Ngoma","0",NULL,"21081200016","5.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"49","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"15.1","1.9","0.1","Present","4.3","Absent","4","2021-12-08","182",NULL,"B","Aline Umwari",NULL,"0","0.7","0.5","1","2",NULL,"Aline Umwari","16","Nyagatare","0",NULL,"21081200018","3.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"50","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"16.1","1.6","0.5","Absent","4","Absent","4","2021-08-13","23",NULL,"B","Aline Umwari",NULL,"0","0.4","0.4","0","0.9",NULL,"Aline Umwari","23","Nyagatare","0",NULL,"21081300020","2.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"51","label","50","Maize","Grain","Rwanda","2021","First Test",NULL,"14.6","2.1","0.4","Absent","11","Absent","4","2021-08-13","128",NULL,"B","Aline Umwari",NULL,"0","0.1","0","1.2","1.2",NULL,"Aline Umwari","25","Nyagatare","0",NULL,"21081300019","3.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"52","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"16.1","3","0","Present","100","Present","4","2021-08-14","87",NULL,"B","Aline Umwari",NULL,"0","1.8","1.5","4.3","1.5",NULL,"Aline Umwari","31","Nyagatare","0",NULL,"21081400022","7.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"53","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13.1","4.3","0.5","Present","4.2","Absent","4","2021-08-14","182",NULL,NULL,"Aline Umwari",NULL,"0","1.4","0.7","0","1.8",NULL,"Aline Umwari","54",NULL,"0",NULL,"21081400025","5.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"54","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"12.9","2.5","0.8","Present","3.9","Absent","4","2021-08-14","182",NULL,NULL,"Aline Umwari",NULL,"0","2","1.9","1.4","4.9",NULL,"Aline Umwari","65",NULL,"0",NULL,"21081400023","8.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"55","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","4","0.9","Present","2.9","Absent","4","2021-08-14","182",NULL,NULL,"Aline Umwari",NULL,"0.6","0.5","0.4","0.9","0.7",NULL,"Aline Umwari","75",NULL,"0",NULL,"21081400024","4.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"56","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"12.8","0.6","1.2","Absent","5.5","Absent","2","2021-08-14","41",NULL,"A","Aline Umwari",NULL,"0","0","0.2","0","1.6",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21081400027","2.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"57","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"14.6","9.6","0.4","Absent","71.5","Absent","4","2021-08-14","41",NULL,"A","Aline Umwari",NULL,"0","0","0.5","3.1","3.3",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21081400026","11.48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"58","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"13.7","1.7","0.3","Absent","4.1","Absent","4","2021-08-14","41",NULL,"A","Aline Umwari",NULL,"0","0.5","0.1","1.7","0.5",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21081400028","3.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"59","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"12.6","2.5","1.2","Absent","4.7","Absent","3","2021-08-14","41",NULL,"A","Aline Umwari",NULL,"0","0.2","0.4","0.3","0.5",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21081400029","3.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"60","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"14.6","2.1","0.7","Absent","5.5","Absent","4","2021-08-14","41",NULL,"A","Aline Umwari",NULL,"0.2","0.2","0.3","1.6","0.6",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21081400030","3.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"61","label","50","Maize","Grain","Rwanda","2021","First Test",NULL,"14.1","2","0","Present","42.4","Present","4","2021-08-14","27",NULL,"A","Aline Umwari",NULL,"0","0.8","1.5","1.8","1.8",NULL,"Aline Umwari","100","Ngoma","0",NULL,"21081400021","4.48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"62","label","32","Maize","Grain","Uganda","2021","First Test",NULL,"12.5","2.6","1.5","Absent","100","Absent","4","2021-08-16","182",NULL,NULL,"Aline Umwari",NULL,"0.3","0.3","0.6","1.4","4.1",NULL,"Aline Umwari","50",NULL,"0",NULL,"21081600031","6.93",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"63","label","39","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","3.1","0","Present","4.8","Absent","4","2021-08-16","182",NULL,NULL,"Aline Umwari",NULL,"0","0.8","0.9","1.6","1.5",NULL,"Aline Umwari","63",NULL,"0",NULL,"21081600034","4.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"64","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13","0.5","0","Present","63.6","Absent","4","2021-08-16","68",NULL,NULL,"Aline Umwari",NULL,"0.8","0.9","0.7","1.3","2.8",NULL,"Aline Umwari","54",NULL,"0",NULL,"21081600033","3.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"65","label","39","Maize","Grain","Tanzania","2021","First Test",NULL,"12.9","1.3","0","Present","45.5","Absent","4","2021-08-16","68",NULL,NULL,"Aline Umwari",NULL,"0","0.5","0.9","1.2","2.7",NULL,"Aline Umwari","62",NULL,"0",NULL,"21081600032","3.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"66","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"13.3","1.6","0","Absent","6.4","Absent","2","2021-08-17","104",NULL,"B","Aline Umwari",NULL,"0.2","0.2","0.4","1.1","0.1",NULL,"Aline Umwari","68","Nyagatare","0",NULL,"21081700035","2.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"67","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","1.7","0","Present","5.6","Absent","4","2021-08-17","182",NULL,NULL,"Aline Umwari",NULL,"0","1.1","1.2","0.7","4.3",NULL,"Aline Umwari","62",NULL,"0",NULL,"21081700036","5.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"68","label","39","Maize","Grain","Tanzania","2021","First Test",NULL,"13","1.2","0","Present","26.6","Absent","4","2021-08-17","182",NULL,NULL,"Aline Umwari",NULL,"0.5","0.9","0.6","1","4.1",NULL,"Aline Umwari","68",NULL,"0",NULL,"21081700037","5.04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"69","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"13","0.2","0","Absent","7","Absent","1","2021-08-18","30",NULL,"B","Aline Umwari",NULL,"0","0.6","0.2","0.8","0.6",NULL,"Aline Umwari","50","Ngoma","0",NULL,"21081800038","1.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"70","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"16.6","0.1","0.4","Absent","49.6","Absent","4","2021-08-18","64",NULL,"A","Aline Umwari",NULL,"0","0.1","0.9","0.8","2.3",NULL,"Aline Umwari","64","Ngoma","0",NULL,"21081800039","2.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"71","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"12.6","1.2","0.5","Absent","5.3","Absent","2","2021-08-19","167",NULL,"B","Aline Umwari",NULL,"0","0","0.1","0","0",NULL,"Aline Umwari","35","Nyagatare","0",NULL,"21081900040","1.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"72","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"13.7","1.7","3.4","Present","17.1","Absent","4","2021-08-19","132",NULL,"A","Aline Umwari",NULL,"0","0.6","0.9","0.1","0.3",NULL,"Aline Umwari","50","Nyagatare","0",NULL,"21081900044","4.27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"73","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"14.6","4","0.1","Absent","29.1","Absent","4","2021-08-19","132",NULL,"B","Aline Umwari",NULL,"0","0.1","0","0","0.5",NULL,"Aline Umwari","17","Nyagatare","0",NULL,"21081900045","3.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"74","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14.7","1.8","1.9","Present","20.2","Absent","4","2021-08-19","114",NULL,"A","Aline Umwari",NULL,"0","1","1","0.3","0.7",NULL,"Aline Umwari","60","Nyagatare","0",NULL,"21081900043","3.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"75","label","35","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","4","4.2","Present","36.7","Absent","4","2021-08-19","25",NULL,"B","Aline Umwari",NULL,"0","0.2","0.9","1","2",NULL,"Aline Umwari","62","Nyagatare","0",NULL,"21081900042","7.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"76","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","3.5","0","Present","4.5","Absent","4","2021-08-19","25",NULL,"A","Aline Umwari",NULL,"0.8","1","0.5","1.7","3.5",NULL,"Aline Umwari","40","Nyagatare","0",NULL,"21081900041","6.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"77","label","80","Maize","Grain","Rwanda","2021","First Test",NULL,"13.5","0","0","Absent","5.7","Absent","1","2021-08-23","104",NULL,"B","Aline Umwari",NULL,"0","0.3","0","0","0.2",NULL,"Aline Umwari",NULL,"Nyagatare","0",NULL,"21082300047","0.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"78","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14.4","5","2.1","Present","69.9","Present","4","2021-08-23","52",NULL,NULL,"Aline Umwari",NULL,"0.9","1.4","3.9","2.4","1.7",NULL,"Aline Umwari","25","Nyagatare","0",NULL,"21082300048","8.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"79","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"14.8","6.4","2.7","Present","32.6","Absent","4","2021-08-23","128",NULL,NULL,"Aline Umwari",NULL,"1","0.7","1.9","1","2.9",NULL,"Aline Umwari","54","Nyagatare","0",NULL,"21082300049","9.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"80","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"15.1","3.7","1","Present","6","Absent","4","2021-08-23","20",NULL,"B","Aline Umwari",NULL,"0","0.6","1","1.2","1.9",NULL,"Aline Umwari","55","Nyagatare","0",NULL,"21082300046","5.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"81","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13.2","0","0","Present","20.5","Absent","4","2021-08-24","82",NULL,NULL,"Aline Umwari",NULL,"0","0.6","0.6","3.7","5.1",NULL,"Aline Umwari","64",NULL,"0",NULL,"21082400052","6.58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"82","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","1.7","0","Present","25.4","Absent","4","2021-08-24","82",NULL,NULL,"Aline Umwari",NULL,"0","1","0.4","4.2","5.7",NULL,"Aline Umwari","62",NULL,"0",NULL,"21082400053","8.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"83","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","2","0","Present","15.4","Absent","4","2021-08-24","58",NULL,NULL,"Aline Umwari",NULL,"0","0.4","0.9","4.9","4.5",NULL,"Aline Umwari","62",NULL,"0",NULL,"21082400053","8.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"84","label","7","Maize","Grain","Rwanda","2021","First Test",NULL,"16.3","1.5","3.8","Present","69.4","Present","4","2021-08-24","125",NULL,NULL,"Aline Umwari",NULL,"0","2.8","5.8","6.1","3.2",NULL,"Aline Umwari","18","Nyagatare","0",NULL,"21082400051","12.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"85","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"15.1","3.4","0","Present","7","Absent","4","2021-08-24","20",NULL,NULL,"Aline Umwari",NULL,"0","0.3","1.2","2","1.6",NULL,"Aline Umwari","27","Nyagatare","0",NULL,"21082400050","5.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"86","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"13.4",NULL,NULL,"Absent","5.8","Absent","1","2021-08-25","104",NULL,"B","Aline Umwari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aline Umwari",NULL,"Nyagatare","0",NULL,"21082500056","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
